,course_name,skill_label
336,Zielorientiertes Einzelcoaching § 45 (1) S. 1 Nr. 1 SGB III,Erste Hilfe
337,Zielorientiertes Einzelcoaching § 45 (1) S. 1 Nr. 1 SGB III,Krisenintervention
338,Zielorientiertes Einzelcoaching § 45 (1) S. 1 Nr. 1 SGB III,planen
339,Buchführung im Handwerk und Gewerbe mit dem PC,Buchführung
340,Buchführung im Handwerk und Gewerbe mit dem PC,Abschreibung
341,Finanzbuchhaltung mit dem Programm Lexware Financial Office - Aufbaukurs,Buchführung
342,Finanzbuchhaltung mit dem Programm Lexware Financial Office - Grundkurs,Buchführung
343,Fremdsprachenkauffrau/ Fremdsprachenkaufmann - Polnisch (Vorbereitung auf die Externenprüfung),Polnisch
344,Fremdsprachenkauffrau/ Fremdsprachenkaufmann - Polnisch (Vorbereitung auf die Externenprüfung),Deutsch
345,Fremdsprachenkauffrau/ Fremdsprachenkaufmann - Polnisch (Vorbereitung auf die Externenprüfung),Rechtschreibung
346,Fremdsprachenkauffrau/ Fremdsprachenkaufmann - Polnisch (Vorbereitung auf die Externenprüfung),Grammatik
347,Grundlagen der polnischen Sprache,Polnisch
348,Kaufmännische Tätigkeiten in deutscher und polnischer Sprache mit Hilfe des PC,Polnisch
349,Kaufmännische Tätigkeiten in deutscher und polnischer Sprache mit Hilfe des PC,Deutsch
350,Kaufmännische Tätigkeiten in deutscher und polnischer Sprache mit Hilfe des PC,Erste Hilfe
351,Kaufmännische/r AssistentIn der Geschäftsführung mit Polnisch-Kenntnissen im Handels- und Wirtschaftsbereich,R
352,Kaufmännische/r AssistentIn der Geschäftsführung mit Polnisch-Kenntnissen im Handels- und Wirtschaftsbereich,Polnisch
353,Kaufmännische/r AssistentIn der Geschäftsführung mit Polnisch-Kenntnissen im Handels- und Wirtschaftsbereich,Deutsch
354,Kaufmännische/r AssistentIn der Geschäftsführung mit Polnisch-Kenntnissen im Handels- und Wirtschaftsbereich,Erste Hilfe
355,Kaufmännischer Mitarbeiter mit Deutsch in Büro und Wirtschaft für Nicht-Muttersprachler ,Deutsch
356,Kaufmännischer Mitarbeiter mit Deutsch in Büro und Wirtschaft für Nicht-Muttersprachler ,Grammatik
357,Kaufmännischer Mitarbeiter mit Deutsch in Büro und Wirtschaft für Nicht-Muttersprachler ,Betriebswirtschaft
358,Kaufmännischer Mitarbeiter mit Deutsch in Büro und Wirtschaft für Nicht-Muttersprachler ,Kommunikation
359,Kaufmännischer Mitarbeiter mit Deutsch in Büro und Wirtschaft für Nicht-Muttersprachler ,Wettbewerbsrecht
360,Kaufmännischer Mitarbeiter mit Deutsch in Büro und Wirtschaft für Nicht-Muttersprachler ,Arbeitsrecht
361,Kaufmännischer Mitarbeiter mit Deutsch in Büro und Wirtschaft für Nicht-Muttersprachler ,Steuerrecht
362,Lohn- und Gehaltsrechnung im Handwerk und Gewerbe mit dem PC,Erste Hilfe
363,Mitarbeiter mit Deutsch im Elektro- und Metallgewerbe für Nicht-Muttersprachler ,Deutsch
364,Mitarbeiter mit Deutsch im Elektro- und Metallgewerbe für Nicht-Muttersprachler ,Mathematik
365,Mitarbeiter mit Deutsch im Elektro- und Metallgewerbe für Nicht-Muttersprachler ,Physik
366,Mitarbeiter mit Deutsch im Elektro- und Metallgewerbe für Nicht-Muttersprachler ,Chemie
367,Mitarbeiter mit Deutsch im Elektro- und Metallgewerbe für Nicht-Muttersprachler ,planen
368,Mitarbeiter mit Deutsch im Elektro- und Metallgewerbe für Nicht-Muttersprachler ,Sicherheitsvorschriften
369,Mitarbeiter mit Deutsch im Gesundheitswesen für Nicht-Muttersprachler ,Deutsch
370,Mitarbeiter mit Deutsch im Gesundheitswesen für Nicht-Muttersprachler ,Mathematik
371,Mitarbeiter mit Deutsch im Gesundheitswesen für Nicht-Muttersprachler ,Physik
372,Mitarbeiter mit Deutsch im Gesundheitswesen für Nicht-Muttersprachler ,Biologie
373,Mitarbeiter mit Deutsch im Gesundheitswesen für Nicht-Muttersprachler ,Chemie
374,Mitarbeiter mit Deutsch im Gesundheitswesen für Nicht-Muttersprachler ,Kommunikation
375,Polnische Sprache und Grundlagen der Unternehmensorganisation und der Unternehmensführung,Polnisch
376,Polnische Sprache und Grundlagen der Unternehmensorganisation und der Unternehmensführung,Grammatik
377,Vermittlung kaufmännischer Kenntnisse mit EDV,Datenschutz
378,Vermittlung kaufmännischer Kenntnisse mit EDV,Betriebssysteme
379,Vermittlung kaufmännischer Kenntnisse mit EDV,Rechtschreibung
380,Vermittlung kaufmännischer Kenntnisse mit EDV,Datenbank
381,Vermittlung kaufmännischer Kenntnisse mit EDV,Volkswirtschaftslehre
382,Vermittlung kaufmännischer Kenntnisse mit EDV,Erste Hilfe
383,Vorbereitung zur beruflichen Eingliederung und fachbezogenes Deutsch (B2) für Nicht-Muttersprachler,Deutsch
384,Wirtschafts- und Handelspolnisch,Volkswirtschaftslehre
385,Wirtschafts- und Handelspolnisch,Deutsch
386,Wirtschafts- und Handelspolnisch,Polnisch
387,Wirtschafts- und Handelspolnisch,Wettbewerbsrecht
388,Wirtschafts- und Handelspolnisch,Arbeitsrecht
389,Wirtschafts- und Handelspolnisch,Verbraucherschutz
390,Wirtschafts- und Handelspolnisch,Steuerrecht
391,Wirtschaftspolnisch für Assistenten der Geschäftsführung sowie für Mitarbeiter in Büro und Sekretariat,Deutsch
392,Wirtschaftspolnisch für Assistenten der Geschäftsführung sowie für Mitarbeiter in Büro und Sekretariat,Polnisch
393,Wirtschaftspolnisch für Assistenten der Geschäftsführung sowie für Mitarbeiter in Büro und Sekretariat,Grammatik
394,Wirtschaftspolnisch für Assistenten der Geschäftsführung sowie für Mitarbeiter in Büro und Sekretariat,Betriebswirtschaft
395,Wirtschaftspolnisch für Assistenten der Geschäftsführung sowie für Mitarbeiter in Büro und Sekretariat,Baubranche
396,Wirtschaftspolnisch in Marketing und Vertrieb,Kommunikation
397,Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb (Module 1-9),Vertragsrecht
398,Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb (Module 1-9),Englisch
399,Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb (Module 1-9),Vertragsrecht
400,Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb (Module 1-9),Englisch
401,Deutsch lernen - Sprach- und Integrationskurse,Deutsch
402,Deutsch lernen - Sprach- und Integrationskurse,Migration
403,Deutsch lernen - Sprach- und Integrationskurse,Deutsch
404,Deutsch lernen - Sprach- und Integrationskurse,Migration
405,Deutsch lernen - Sprach- und Integrationskurse,Deutsch
406,Deutsch lernen - Sprach- und Integrationskurse,Migration
407,Deutsch lernen - Sprach- und Integrationskurse,Deutsch
408,Deutsch lernen - Sprach- und Integrationskurse,Migration
409,Grundkurs Küche - Modul 1 (Modulare Fortbildung im Hotel- und Gaststättenwesen),Schneidtechniken
410,Grundlagen Wirtschaftsenglisch (Ganzheitsmethode) - Modul 7 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Grammatik
411,Grundlagen Wirtschaftsenglisch (Ganzheitsmethode) - Modul 7 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Englisch
412,Hauswart,öffentliches Recht
413,Hauswart,öffentliches Recht
414,Hotelorganisation - Modul 9 (Modulare Fortbildung im Hotel- und Gaststättenwesen),Beratung
415,Hotelorganisation - Modul 9 (Modulare Fortbildung im Hotel- und Gaststättenwesen),Kommunikation
416,Kaufmännisches Fachwissen - Modul 1 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Buchführung
417,Kaufmännisches Fachwissen - Modul 1 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Jahresabschluss
418,Kaufmännisches Fachwissen - Modul 1 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),R
419,Kompetenzerweiterung PC - Stufe 2 - Modul 6 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Fotos machen
420,Kompetenzerweiterung PC - Stufe 2 - Modul 6 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Kommunikation
421,Kompetenzerweiterung PC - Stufe 2 - Modul 6 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Fotos machen
422,Kompetenzerweiterung PC - Stufe 2 - Modul 6 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Kommunikation
423,Kompetenzerweiterung PC - Stufe 2 - Modul 6 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Fotos machen
424,Kompetenzerweiterung PC - Stufe 2 - Modul 6 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Kommunikation
425,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Kommunikationspolitik
426,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Telefonmarketing
427,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Rhetorik
428,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Kommunikationspolitik
429,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Telefonmarketing
430,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Rhetorik
431,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Kommunikationspolitik
432,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Telefonmarketing
433,Marketing und Verkauf - Modul 4 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Rhetorik
434,"Menü-, Getränke- und Barkunde - Modul 5 (Modulare Fortbildung im Hotel- und Gaststättenwesen)",Getränke
435,Modulare Aktivierungsmaßnahme Aktivcenter (AVGS MAT),Spirituosen
436,Modulare Aktivierungsmaßnahme Aktivcenter (AVGS MAT),Logistik
437,"Modulare Fortbildung für zusätzliche Betreuungskräfte nach § 53c, SGB XI",Kommunikation
438,"Modulare Fortbildung für zusätzliche Betreuungskräfte nach § 53c, SGB XI",Erste Hilfe
439,"Modulare Fortbildung für zusätzliche Betreuungskräfte nach § 53c, SGBXI mit erweiterten Pflege- und hauswirtschaftli                              B XI",Kommunikation
440,"Modulare Fortbildung für zusätzliche Betreuungskräfte nach § 53c, SGBXI mit erweiterten Pflege- und hauswirtschaftli                              B XI",Erste Hilfe
441,Modulare Fortbildung im Hotel- und Gaststättenwesen (Module 1-9),Internationales Recht
442,Modulare Fortbildung im Hotel- und Gaststättenwesen (Module 1-9),Getränke
443,Modulare Fortbildung im Hotel- und Gaststättenwesen (Module 1-9),Beratung
444,Modulare Fortbildung zur Fachkraft für haushaltsnahe Dienstleitungen in Teilzeit,Ernährung
445,Modulare Fortbildung zur Fachkraft für haushaltsnahe Dienstleitungen in Teilzeit,planen
446,Modulare Fortbildung zur Fachkraft für haushaltsnahe Dienstleitungen in Teilzeit,Ernährung
447,Modulare Fortbildung zur Fachkraft für haushaltsnahe Dienstleitungen in Teilzeit,planen
448,Modulare Fortbildung zur Fachkraft im Gastgewerbe (mit Anerkennung durch die IHK),Kommunikation
449,Regionale und Internationale Küche - Modul 4 (Modulare Fortbildung im Hotel- und Gaststättenwesen),Internationales Recht
450,Regionale und Internationale Küche - Modul 4 (Modulare Fortbildung im Hotel- und Gaststättenwesen),Haar
451,"Umgang mit Gästen, Beratung und Verkauf - Modul 7 (Modulare Fortbildung im Hotel- und Gaststättenwesen)",Beratung
452,Umschulung Koch / Köchin,Beratung
453,Umschulung Restaurantfachmann/-frau,Beratung
454,Umschulung Restaurantfachmann/-frau,Kommunikation
455,Vegetarische Küche - Modul 3 (Modulare Fortbildung im Hotel- und Gaststättenwesen),Ernährung
456,Vertragsrecht - Modul 3 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Vertragsrecht
457,Vertragsrecht - Modul 3 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Vertragsrecht
458,Vertragsrecht - Modul 3 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Vertragsrecht
459,Warenwirtschaftssystem - Modul 2 (Arbeitsmarktorientierte modulare Fortbildung Marketing und Vertrieb),Fremdwährung
460,Automatisierungstechnik - Modul 10,Automatisierungstechnik
461,Automatisierungstechnik - Modul 10,Sensoren
462,Berufs- und arbeitspädagogische Kenntnisse nach AEVO,Algebra
463,Berufs- und arbeitspädagogische Kenntnisse nach AEVO,planen
464,Buchführung - Aufbaukurs (Seminar zur Grundversorgung nach dem BbgWBG),Buchführung
465,Buchführung - Grundkurs (Seminar zur Grundversorgung nach dem BbgWBG),Jahresabschluss
466,Buchführung - Grundkurs (Seminar zur Grundversorgung nach dem BbgWBG),Buchführung
467,Büroorganisation - Modul 6 kaufmännischer Bereich,Jahresabschluss
468,Büroorganisation - Modul 6 kaufmännischer Bereich,Kommunikation
469,"Datenbanken mit Microsoft Access, Personalmanager Microsoft Outlook, Webdesign und Telearbeit - Modul 5 kaufmännischer Bereich",Microsoft Access
470,"Datenbanken mit Microsoft Access, Personalmanager Microsoft Outlook, Webdesign und Telearbeit - Modul 5 kaufmännischer Bereich",Datenbank
471,"Datenbanken mit Microsoft Access, Personalmanager Microsoft Outlook, Webdesign und Telearbeit - Modul 5 kaufmännischer Bereich",CSS
472,Deutsch als Fremdsprache - Aufbaukurs (Seminar zur Grundversorgung nach dem BbgWBG),Deutsch
473,Deutsch als Fremdsprache - Aufbaukurs (Seminar zur Grundversorgung nach dem BbgWBG),Kommunikation
474,Deutsch als Fremdsprache - Grundkurs (Seminar zur Grundversorgung nach dem BbgWBG),Deutsch
475,Deutsch als Fremdsprache - Grundkurs (Seminar zur Grundversorgung nach dem BbgWBG),andere führen
476,Drehen konventionell - Modul 12,Werkzeugmaschinen
477,Drehen konventionell - Modul 12,planen
478,Elektropneumatik - Modul 7,Waren sichern
479,Elektropneumatik - Modul 7,Strom
480,Elektrotechnik/ Elektronik - Modul 8,Elektrotechnik
481,Elektrotechnik/ Elektronik - Modul 8,Elektronik
482,Elektrotechnik/ Elektronik - Modul 8,Strom
483,Elektrotechnik/ Elektronik - Modul 8,Steuerungstechnik
484,Elektrotechnik/ Elektronik - Modul 8,Leistungselektronik
485,Englisch - Aufbaukurs (Seminar zur Grundversorgung nach dem BbgWBG),Englisch
486,Englisch - Aufbaukurs (Seminar zur Grundversorgung nach dem BbgWBG),andere führen
487,Englisch - Grundkurs (Seminar zur Grundversorgung nach dem BbgWBG),Englisch
488,Finanzbuchführung EDV-unterstützt - Anwendung kaufmännischer Software - Modul 2 kaufmännischer Bereich,Jahresabschluss
489,Finanzbuchführung Jahresabschluss / Anlagenbuchhaltung - EDV-unterstützt - Modul 11 kaufmännischer Bereich,Jahresabschluss
490,Floristik - Aufbaukurs (Seminar zur Grundversorgung nach dem BbgWBG),Jahresabschluss
491,Fräsen konventionell - Modul 13,planen
492,Fräsen konventionell - Modul 13,Waren sichern
493,Geprüfter Industriemeister/ Geprüfte Industriemeisterin Fachrichtung Metall,Kommunikation
494,Geschäftsbriefe - form- und normgerecht (Seminar zur Grundversorgung nach dem BbgWBG),sich selbst darstellen
495,Gesunde Ernährung für die Familie (Seminar zur Grundversorgung nach dem BbgWBG),Ernährung
496,Gesunde Ernährung für die Familie (Seminar zur Grundversorgung nach dem BbgWBG),Waren zusammenstellen
497,Grundlagen der Diätküche (Seminar zur Grundversorgung nach dem BbgWBG),Ernährung
498,Grundlagen der Finanzbuchführung - Modul 1 kaufmännischer Bereich,Buchführung
499,Grundlagen der Finanzbuchführung - Modul 1 kaufmännischer Bereich,andere führen
500,Grundlagen der Lohn- und Gehaltsabrechnung - Modul 7 kaufmännischer Bereich,Abschreibung
501,"Grundlagen IT, Betriebssystem Microsoft Windows, Textverarbeitung Microsoft Word - Modul 3 kaufmännischer Bereich",Betriebssysteme
502,"Grundlagen IT, Betriebssystem Microsoft Windows, Textverarbeitung Microsoft Word - Modul 3 kaufmännischer Bereich",Informatik
503,"Grundlagen IT, Betriebssystem Microsoft Windows, Textverarbeitung Microsoft Word - Modul 3 kaufmännischer Bereich",Datenschutz
504,Grundlagen IT; Betriebssysteme Microsoft; Internet und E-Mail-Dienste - Modul 11,Betriebssysteme
505,Hydraulik - Modul 5,Hydraulik
506,Hydraulik - Modul 5,Schaltpläne
507,Internetseitenerstellung/HTML - Grundkurs (Seminar zur Grundversorgung nach dem BbgWBG),Erste Hilfe
508,Kaufmännische Grundkenntnisse im Industriebetrieb (Seminar zur Grundversorgung nach dem BbgWBG),CSS
509,Kaufmännische Grundkenntnisse im Industriebetrieb (Seminar zur Grundversorgung nach dem BbgWBG),JavaScript
510,"Kosten- und Leistungsrechnung/ Controlling - EDV-unterstützt (LEXWARE, KHK) - Modul 10 kaufmännischer Bereich",Kontrollsysteme
511,"Lager/ Logistik Gabelstaplerschein, Grundlagen der Beschaffungs- und Lagerlogistik - Modul 13 kaufmännischer Bereich",Logistik
512,Maschinenlehrgänge für Holzbearbeitungsmaschinen - Modul 19,planen
513,Mechatronische Systeme - Modul 9,Inbetriebnahme
514,Messtechnik und Qualitätssicherung - Modul 2,Messtechnik
515,Metallbe- und -verarbeitung - Modul 1,Kommunikation
516,Microsoft Access - Grundkurs (Seminar zur Grundversorgung nach dem BbgWBG),Mathematik
517,Microsoft Access - Grundkurs (Seminar zur Grundversorgung nach dem BbgWBG),Microsoft Access
518,"Microsoft Excel für den professionellen Einsatz, Schwerpunkt VBA - Modul 15 kaufmännischer Bereich",Visual Basic
519,"Personalwesen, Arbeits- und Sozialrecht - Modul 12 kaufmännischer Bereich",Personalwesen
520,Pneumatik - Modul 6,Pneumatik
521,Pneumatik - Modul 6,Strom
522,Schablonieren - eine erfindungsreiche und lebendige Technik (Seminar zur Grundversorgung nach dem BbgWBG),Erste Hilfe
523,Speicher Programmierbare Steuerung - Aufbaumodul 4,Automatisierungstechnik
524,Speicher Programmierbare Steuerung - Grundmodul 3,speicherprogrammierbare Steuerung
525,"Tabellenkalkulation Microsoft Excel, Präsentationen mit Microsoft Power Point, Internet und E-Mail-Dienste - Modul 4 kaufmännischer Bereich",Erste Hilfe
526,Technische Kommunikation mit Auto-CAD - Modul 15,Kommunikation
527,Technische Kommunikation mit Auto-CAD - Modul 15,räumliches Vorstellungsvermögen haben
528,Technische Kommunikation mit Auto-CAD - Modul 15,Erste Hilfe
529,Technische Kommunikation mit Auto-CAD - Modul 15,planen
530,Technische Kommunikation mit Auto-CAD - Modul 15,sich selbst darstellen
531,Technische Kommunikation mit Auto-CAD - Modul 15,technische Zeichnungen
532,Tücher und Schals perfekt binden (Seminar zur Grundversorgung nach dem BbgWBG),Bindetechniken
533,Ausbildereignung für Ausbilder in landwirtschaftlichen Betrieben,Gartenbau
534,Ausbildereignung für Ausbilder in landwirtschaftlichen Betrieben,planen
535,Berufliche Veränderung - Informationsveranstaltung zur Neu- oder Umorientierung,andere beraten
